fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;rating
8.3;0.6;0.13;2.6;0.085;6;24;0.9984;3.31;0.59;9.2;6;5073945455
9.4;0.41;0.48;4.6;0.072;10;20;0.9973;3.34;0.79;12.2;7;5662663636
8.8;0.48;0.41;3.3;0.092;26;52;0.9982;3.31;0.53;10.5;6;9674563636
10.1;0.65;0.37;5.1;0.11;11;65;10.026;3.32;0.64;10.4;6;9211536364
6.3;0.36;0.19;3.2;0.075;15;39;0.9956;3.56;0.52;12.7;6;7445509091
8.8;0.24;0.54;2.5;0.083;25;57;0.9983;3.39;0.54;9.2;5;9844663636
13.2;0.38;0.55;2.7;0.081;5;16;10.006;2.98;0.54;9.4;5;9142573636
7.5;0.64;0;2.4;0.077;18;29;0.9965;3.32;0.6;10;6;6593954545
8.2;0.39;0.38;1.5;0.058;10;29;0.9962;3.26;0.74;9.8;5;5847654545
9.2;0.755;0.18;2.2;0.148;10;103;0.9969;2.87;1.36;10.2;6;1280999091
9.6;0.6;0.5;2.3;0.079;28;71;0.9997;3.5;0.57;9.7;5;115317
9.6;0.6;0.5;2.3;0.079;28;71;0.9997;3.5;0.57;9.7;5;115317
11.5;0.31;0.51;2.2;0.079;14;28;0.9982;3.03;0.93;9.8;6;6487018182
11.4;0.46;0.5;2.7;0.122;4;17;10.006;3.13;0.7;10.2;5;9142010909
11.3;0.37;0.41;2.3;0.088;6;16;0.9988;3.09;0.8;9.3;5;4605163636
8.3;0.54;0.24;3.4;0.076;16;112;0.9976;3.27;0.61;9.4;5;1407578182
8.2;0.56;0.23;3.4;0.078;14;104;0.9976;3.28;0.62;9.4;5;1316050909
10;0.58;0.22;1.9;0.08;9;32;0.9974;3.13;0.55;9.5;5;6177945455
7.9;0.51;0.25;2.9;0.077;21;45;0.9974;3.49;0.96;12.1;6;8653127273
6.8;0.69;0;5.6;0.124;21;58;0.9997;3.46;0.72;10.2;5;9781245455
6.8;0.69;0;5.6;0.124;21;58;0.9997;3.46;0.72;10.2;5;9781245455
8.8;0.6;0.29;2.2;0.098;5;15;0.9988;3.36;0.49;9.1;5;4176072727
8.8;0.6;0.29;2.2;0.098;5;15;0.9988;3.36;0.49;9.1;5;4176072727
8.7;0.54;0.26;2.5;0.097;7;31;0.9976;3.27;0.6;9.3;6;5842236364
7.6;0.685;0.23;2.3;0.111;20;84;0.9964;3.21;0.61;9.3;5;1173112727
8.7;0.54;0.26;2.5;0.097;7;31;0.9976;3.27;0.6;9.3;6;5842236364
10.4;0.28;0.54;2.7;0.105;5;19;0.9988;3.25;0.63;9.5;5;4763981818
7.6;0.41;0.14;3;0.087;21;43;0.9964;3.32;0.57;10.5;6;8238490909
10.1;0.935;0.22;3.4;0.105;11;86;1.001;3.43;0.64;11.3;4;1025572727
7.9;0.35;0.21;1.9;0.073;46;102;0.9964;3.27;0.58;9.5;5;1570721818
8.7;0.84;0;1.4;0.065;24;33;0.9954;3.27;0.55;9.7;5;7501854545
9.6;0.88;0.28;2.4;0.086;30;147;0.9979;3.24;0.53;9.4;5;1858308182
9.5;0.885;0.27;2.3;0.084;31;145;0.9978;3.24;0.53;9.4;5;1847334545
7.7;0.915;0.12;2.2;0.143;7;23;0.9964;3.35;0.65;10.2;7;5115854545
8.9;0.29;0.35;1.9;0.067;25;57;0.997;3.18;1.36;10.3;6;9940363636
9.9;0.54;0.45;2.3;0.071;16;40;0.9991;3.39;0.62;9.4;5;7606372727
9.5;0.59;0.44;2.3;0.071;21;68;0.9992;3.46;0.63;9.5;5;1059001818
9.9;0.54;0.45;2.3;0.071;16;40;0.9991;3.39;0.62;9.4;5;7606372727
9.5;0.59;0.44;2.3;0.071;21;68;0.9992;3.46;0.63;9.5;5;1059001818
9.9;0.54;0.45;2.3;0.071;16;40;0.9991;3.39;0.62;9.4;5;7606372727
7.8;0.64;0.1;6;0.115;5;11;0.9984;3.37;0.69;10.1;7;4164854545
7.3;0.67;0.05;3.6;0.107;6;20;0.9972;3.4;0.63;10.1;5;4804927273
8.3;0.845;0.01;2.2;0.07;5;14;0.9967;3.32;0.58;11;4;4211063636
8.7;0.48;0.3;2.8;0.066;10;28;0.9964;3.33;0.67;11.2;7;6049309091
6.7;0.42;0.27;8.6;0.068;24;148;0.9948;3.16;0.57;11.3;6;1855298182
10.7;0.43;0.39;2.2;0.106;8;32;0.9986;2.89;0.5;9.6;5;6164963636
9.8;0.88;0.25;2.5;0.104;35;155;1.001;3.41;0.67;11.2;5;1108921818
15.9;0.36;0.65;7.5;0.096;22;71;0.9976;2.98;0.84;14.9;5;1247487273
9.4;0.33;0.59;2.8;0.079;9;30;0.9976;3.12;0.54;12;6;6259690909
8.6;0.47;0.47;2.4;0.074;7;29;0.9979;3.08;0.46;9.5;5;5641081818
9.7;0.55;0.17;2.9;0.087;20;53;1;3.14;0.61;9.4;5;9141581818
10.7;0.43;0.39;2.2;0.106;8;32;0.9986;2.89;0.5;9.6;5;6164963636
12;0.5;0.59;1.4;0.073;23;42;0.998;2.92;0.68;10.5;7;8605545455
7.2;0.52;0.07;1.4;0.074;5;20;0.9973;3.32;0.81;9.6;6;4453754545
7.1;0.84;0.02;4.4;0.096;5;13;0.997;3.41;0.57;11;4;4221181818
7.2;0.52;0.07;1.4;0.074;5;20;0.9973;3.32;0.81;9.6;6;4453754545
7.5;0.42;0.31;1.6;0.08;15;42;0.9978;3.31;0.64;9;5;7350709091
7.2;0.57;0.06;1.6;0.076;9;27;0.9972;3.36;0.7;9.6;6;5469381818
10.1;0.28;0.46;1.8;0.05;5;13;0.9974;3.04;0.79;10.2;6;4156127273
12.1;0.4;0.52;2;0.092;15;54;1;3.03;0.66;10.2;5;9000181818
9.4;0.59;0.14;2;0.084;25;48;0.9981;3.14;0.56;9.7;5;9055645455
8.3;0.49;0.36;1.8;0.222;6;16;0.998;3.18;0.6;9.5;6;4313636364
11.3;0.34;0.45;2;0.082;6;15;0.9988;2.94;0.66;9.2;6;4451890909
10;0.73;0.43;2.3;0.059;15;31;0.9966;3.15;0.57;11;5;68396
11.3;0.34;0.45;2;0.082;6;15;0.9988;2.94;0.66;9.2;6;4451890909
6.9;0.4;0.24;2.5;0.083;30;45;0.9959;3.26;0.58;10;5;9087172727
8.2;0.73;0.21;1.7;0.074;5;13;0.9968;3.2;0.52;9.5;5;3920981818
9.8;1.24;0.34;2;0.079;32;151;0.998;3.15;0.53;9.5;5;1914881818
8.2;0.73;0.21;1.7;0.074;5;13;0.9968;3.2;0.52;9.5;5;3920981818
10.8;0.4;0.41;2.2;0.084;7;17;0.9984;3.08;0.67;9.3;6;4722036364
9.3;0.41;0.39;2.2;0.064;12;31;0.9984;3.26;0.65;10.2;5;6406581818
10.8;0.4;0.41;2.2;0.084;7;17;0.9984;3.08;0.67;9.3;6;4722036364
8.6;0.8;0.11;2.3;0.084;12;31;0.9979;3.4;0.48;9.9;5;6333809091
8.3;0.78;0.1;2.6;0.081;45;87;0.9983;3.48;0.53;10;5;1444266364
10.8;0.26;0.45;3.3;0.06;20;49;0.9972;3.13;0.54;9.6;5;8921563636
13.3;0.43;0.58;1.9;0.07;15;40;10.004;3.06;0.49;9;5;9170754545
8;0.45;0.23;2.2;0.094;16;29;0.9962;3.21;0.49;10.2;6;6442745455
8.5;0.46;0.31;2.25;0.078;32;58;0.998;3.33;0.54;9.8;5;1056963636
8.1;0.78;0.23;2.6;0.059;5;15;0.997;3.37;0.56;11.3;5;4363272727
9.8;0.98;0.32;2.3;0.078;35;152;0.998;3.25;0.48;9.4;5;1950963636
8.1;0.78;0.23;2.6;0.059;5;15;0.997;3.37;0.56;11.3;5;4363272727
7.1;0.65;0.18;1.8;0.07;13;40;0.997;3.44;0.6;9.1;5;6994272727
9.1;0.64;0.23;3.1;0.095;13;38;0.9998;3.28;0.59;9.7;5;7157709091
7.7;0.66;0.04;1.6;0.039;4;9;0.9962;3.4;0.47;9.4;5;3391381818
8.1;0.38;0.48;1.8;0.157;5;17;0.9976;3.3;1.05;9.4;5;4333145455
7.4;1.185;0;4.25;0.097;5;14;0.9966;3.63;0.54;10.7;3;1119648727
9.2;0.92;0.24;2.6;0.087;12;93;0.9998;3.48;0.54;9.8;5;120788
8.6;0.49;0.51;2;0.422;16;62;0.9979;3.03;1.17;9;5;9474536364
9;0.48;0.32;2.8;0.084;21;122;0.9984;3.32;0.62;9.4;5;1545658182
9;0.47;0.31;2.7;0.084;24;125;0.9984;3.31;0.61;9.4;5;1598930909
5.1;0.47;0.02;1.3;0.034;18;44;0.9921;3.9;0.62;12.8;6;7930554545
7;0.65;0.02;2.1;0.066;8;25;0.9972;3.47;0.67;9.5;6;5224836364
7;0.65;0.02;2.1;0.066;8;25;0.9972;3.47;0.67;9.5;6;5224836364
9.4;0.615;0.28;3.2;0.087;18;72;10.001;3.31;0.53;9.7;5;9198292727
11.8;0.38;0.55;2.1;0.071;5;19;0.9986;3.11;0.62;10.8;6;4948145455
10.6;1.02;0.43;2.9;0.076;26;88;0.9984;3.08;0.57;10.1;6;130704
7;0.65;0.02;2.1;0.066;8;25;0.9972;3.47;0.67;9.5;6;5224836364
7;0.64;0.02;2.1;0.067;9;23;0.997;3.47;0.67;9.4;6;5124
7.5;0.38;0.48;2.6;0.073;22;84;0.9972;3.32;0.7;9.6;4;119682
9.1;0.765;0.04;1.6;0.078;4;14;0.998;3.29;0.54;9.7;4;4010090909
8.4;1.035;0.15;6;0.073;11;54;0.999;3.37;0.49;9.9;5;1026710909
7;0.78;0.08;2;0.093;10;19;0.9956;3.4;0.47;10;5;48926
7.4;0.49;0.19;3;0.077;16;37;0.9966;3.37;0.51;10.5;5;7230327273
7.8;0.545;0.12;2.5;0.068;11;35;0.996;3.34;0.61;11.6;6;6689
9.7;0.31;0.47;1.6;0.062;13;33;0.9983;3.27;0.66;10;6;6642754545
10.6;1.025;0.43;2.8;0.08;21;84;0.9985;3.06;0.57;10.1;5;1053307727
8.9;0.565;0.34;3;0.093;16;112;0.9998;3.38;0.61;9.5;5;1412616364
8.7;0.69;0;3.2;0.084;13;33;0.9992;3.36;0.45;9.4;5;6625745455
8;0.43;0.36;2.3;0.075;10;48;0.9976;3.34;0.46;9.4;5;7578418182
9.9;0.74;0.28;2.6;0.078;21;77;0.998;3.28;0.51;9.8;5;1147145455
7.2;0.49;0.18;2.7;0.069;13;34;0.9967;3.29;0.48;9.2;6;6509609091
8;0.43;0.36;2.3;0.075;10;48;0.9976;3.34;0.46;9.4;5;7578418182
7.6;0.46;0.11;2.6;0.079;12;49;0.9968;3.21;0.57;10;5;7875072727
8.4;0.56;0.04;2;0.082;10;22;0.9976;3.22;0.44;9.6;5;5212690909
7.1;0.66;0;3.9;0.086;17;45;0.9976;3.46;0.54;9.5;5;8022145455
8.4;0.56;0.04;2;0.082;10;22;0.9976;3.22;0.44;9.6;5;5212690909
8.9;0.48;0.24;2.85;0.094;35;106;0.9982;3.1;0.53;9.2;5;1521747273
7.6;0.42;0.08;2.7;0.084;15;48;0.9968;3.21;0.59;10;5;8061890909
7.1;0.31;0.3;2.2;0.053;36;127;0.9965;2.94;1.62;9.5;5;1709268182
7.5;1.115;0.1;3.1;0.086;5;12;0.9958;3.54;0.6;11.2;4;1053747091
9;0.66;0.17;3;0.077;5;13;0.9976;3.29;0.55;10.4;5;4194963636
8.1;0.72;0.09;2.8;0.084;18;49;0.9994;3.43;0.72;11.1;6;8640309091
6.4;0.57;0.02;1.8;0.067;4;11;0.997;3.46;0.68;9.5;5;3499454545
6.4;0.57;0.02;1.8;0.067;4;11;0.997;3.46;0.68;9.5;5;3499454545
6.4;0.865;0.03;3.2;0.071;27;58;0.995;3.61;0.49;12.7;6;1030554545
9.5;0.55;0.66;2.3;0.387;12;37;0.9982;3.17;0.67;9.6;5;6985018182
8.9;0.875;0.13;3.45;0.088;4;14;0.9994;3.44;0.52;11.5;5;4354763636
7.3;0.835;0.03;2.1;0.092;10;19;0.9966;3.39;0.47;9.6;5;4892145455
7;0.45;0.34;2.7;0.082;16;72;0.998;3.55;0.6;9.5;5;1029272727
7.7;0.56;0.2;2;0.075;9;39;0.9987;3.48;0.62;9.3;5;6630336364
7.7;0.965;0.1;2.1;0.112;11;22;0.9963;3.26;0.5;9.5;5;5293936364
7.7;0.965;0.1;2.1;0.112;11;22;0.9963;3.26;0.5;9.5;5;5293936364
8.2;0.59;0;2.5;0.093;19;58;10.002;3.5;0.65;9.3;6;9185302727
9;0.46;0.23;2.8;0.092;28;104;0.9983;3.1;0.56;9.2;5;1440366364
9;0.69;0;2.4;0.088;19;38;0.999;3.35;0.6;9.3;5;7584272727
8.3;0.76;0.29;4.2;0.075;12;16;0.9965;3.45;0.68;11.5;6;5295590909
9.2;0.53;0.24;2.6;0.078;28;139;0.99788;3.21;0.57;9.5;5;1762962545
6.5;0.615;0;1.9;0.065;9;18;0.9972;3.46;0.65;9.2;5;4580654545
11.6;0.41;0.58;2.8;0.096;25;101;1;3.13;0.53;10;5;1419511273
11.1;0.39;0.54;2.7;0.095;21;101;1;3.13;0.51;9.5;5;137241
7.3;0.51;0.18;2.1;0.07;12;28;0.99768;3.52;0.73;9.5;6;5900698182
8.2;0.34;0.38;2.5;0.08;12;57;0.9978;3.3;0.47;9;6;85698
8.6;0.33;0.4;2.6;0.083;16;68;0.99782;3.3;0.48;9.4;5;1001734727
7.2;0.5;0.18;2.1;0.071;12;31;0.99761;3.52;0.72;9.6;6;6171691818
7.3;0.51;0.18;2.1;0.07;12;28;0.99768;3.52;0.73;9.5;6;5900698182
8.3;0.65;0.1;2.9;0.089;17;40;0.99803;3.29;0.55;9.5;5;757973
8.3;0.65;0.1;2.9;0.089;17;40;0.99803;3.29;0.55;9.5;5;757973
7.6;0.54;0.13;2.5;0.097;24;66;0.99785;3.39;0.61;9.4;5;1047862273
8.3;0.65;0.1;2.9;0.089;17;40;0.99803;3.29;0.55;9.5;5;757973
7.8;0.48;0.68;1.7;0.415;14;32;0.99656;3.09;1.06;9.1;6;6483778182
7.8;0.91;0.07;1.9;0.058;22;47;0.99525;3.51;0.43;10.7;6;8670295455
6.3;0.98;0.01;2;0.057;15;33;0.99488;3.6;0.46;11.2;6;669108
8.1;0.87;0;2.2;0.084;10;31;0.99656;3.25;0.5;9.8;5;6072778182
8.1;0.87;0;2.2;0.084;10;31;0.99656;3.25;0.5;9.8;5;6072778182
8.8;0.42;0.21;2.5;0.092;33;88;0.99823;3.19;0.52;9.2;5;1335729364
9;0.58;0.25;2.8;0.075;9;104;0.99779;3.23;0.57;9.7;5;1274570818
9.3;0.655;0.26;2;0.096;5;35;0.99738;3.25;0.42;9.6;5;605258
8.8;0.7;0;1.7;0.069;8;19;0.99701;3.31;0.53;10;6;4827819091
9.3;0.655;0.26;2;0.096;5;35;0.99738;3.25;0.42;9.6;5;605258
9.1;0.68;0.11;2.8;0.093;11;44;0.99888;3.31;0.55;9.5;6;7467443636
9.2;0.67;0.1;3;0.091;12;48;0.99888;3.31;0.54;9.5;6;7946352727
8.8;0.59;0.18;2.9;0.089;12;74;0.99738;3.14;0.54;9.4;5;1023967091
7.5;0.6;0.32;2.7;0.103;13;98;0.99938;3.45;0.62;9.5;5;1243567091
7.1;0.59;0.02;2.3;0.082;24;94;0.99744;3.55;0.53;9.7;6;1298813091
7.9;0.72;0.01;1.9;0.076;7;32;0.99668;3.39;0.54;9.6;5;5830243636
7.1;0.59;0.02;2.3;0.082;24;94;0.99744;3.55;0.53;9.7;6;1298813091
9.4;0.685;0.26;2.4;0.082;23;143;0.9978;3.28;0.55;9.4;5;1755043636
9.5;0.57;0.27;2.3;0.082;23;144;0.99782;3.27;0.55;9.4;5;1763089273
7.9;0.4;0.29;1.8;0.157;1;44;0.9973;3.3;0.92;9.5;6;6387663636
7.9;0.4;0.3;1.8;0.157;2;45;0.99727;3.31;0.91;9.5;6;6570388182
7.2;1;0;3;0.102;7;16;0.99586;3.43;0.46;10;5;4471623636
6.9;0.765;0.18;2.4;0.243;5.5;48;0.99612;3.4;0.6;10.3;6;7207647273
6.9;0.635;0.17;2.4;0.241;6;18;0.9961;3.4;0.59;10.3;6;4512009091
8.3;0.43;0.3;3.4;0.079;7;34;0.99788;3.36;0.61;10.5;5;6270625455
7.1;0.52;0.03;2.6;0.076;21;92;0.99745;3.5;0.6;9.8;5;1256576818
7;0.57;0;2;0.19;12;45;0.99676;3.31;0.6;9.4;6;7369705455
6.5;0.46;0.14;2.4;0.114;9;37;0.99732;3.66;0.65;9.8;5;6429210909
9;0.82;0.05;2.4;0.081;26;96;0.99814;3.36;0.53;10;5;1356719455
6.5;0.46;0.14;2.4;0.114;9;37;0.99732;3.66;0.65;9.8;5;6429210909
7.1;0.59;0.01;2.5;0.077;20;85;0.99746;3.55;0.59;9.8;5;1183767818
9.9;0.35;0.41;2.3;0.083;11;61;0.9982;3.21;0.5;9.5;5;9022836364
9.9;0.35;0.41;2.3;0.083;11;61;0.9982;3.21;0.5;9.5;5;9022836364
10;0.56;0.24;2.2;0.079;19;58;0.9991;3.18;0.56;10.1;6;9538009091
10;0.56;0.24;2.2;0.079;19;58;0.9991;3.18;0.56;10.1;6;9538009091
8.6;0.63;0.17;2.9;0.099;21;119;0.998;3.09;0.52;9.3;5;1511881818
7.4;0.37;0.43;2.6;0.082;18;82;0.99708;3.33;0.68;9.7;6;1141718909
8.8;0.64;0.17;2.9;0.084;25;130;0.99818;3.23;0.54;9.6;5;1654201636
7.1;0.61;0.02;2.5;0.081;17;87;0.99745;3.48;0.6;9.7;6;1173531364
7.7;0.6;0;2.6;0.055;7;13;0.99639;3.38;0.56;10.8;5;4244671818
10.1;0.27;0.54;2.3;0.065;7;26;0.99531;3.17;0.53;12.5;6;5770028182
10.8;0.89;0.3;2.6;0.132;7;60;0.99786;2.99;1.18;10.2;5;8826350909
8.7;0.46;0.31;2.5;0.126;24;64;0.99746;3.1;0.74;9.6;5;1041213273
9.3;0.37;0.44;1.6;0.038;21;42;0.99526;3.24;0.81;10.8;7;8235750909
9.4;0.5;0.34;3.6;0.082;5;14;0.9987;3.29;0.52;10.7;6;4402790909
9.4;0.5;0.34;3.6;0.082;5;14;0.9987;3.29;0.52;10.7;6;4402790909
7.2;0.61;0.08;4;0.082;26;108;0.99641;3.25;0.51;9.4;5;1455712818
8.6;0.55;0.09;3.3;0.068;8;17;0.99735;3.23;0.44;10;5;4752304545
5.1;0.585;0;1.7;0.044;14;86;0.99264;3.56;0.94;12.9;7;1143833091
7.7;0.56;0.08;2.5;0.114;14;46;0.9971;3.24;0.66;9.6;6;7768281818
8.4;0.52;0.22;2.7;0.084;4;18;0.99682;3.26;0.57;9.9;6;4422801818
8.2;0.28;0.4;2.4;0.052;4;10;0.99356;3.33;0.7;12.8;7;3923232727
8.4;0.25;0.39;2;0.041;4;10;0.99386;3.27;0.71;12.5;7;3868623636
8.2;0.28;0.4;2.4;0.052;4;10;0.99356;3.33;0.7;12.8;7;3923232727
7.4;0.53;0.12;1.9;0.165;4;12;0.99702;3.26;0.86;9.2;5;3675638182
7.6;0.48;0.31;2.8;0.07;4;15;0.99693;3.22;0.55;10.3;6;412063
7.3;0.49;0.1;2.6;0.068;4;14;0.99562;3.3;0.47;10.5;5;3983965455
12.9;0.5;0.55;2.8;0.072;7;24;100.012;3.09;0.68;10.9;6;9097681091
10.8;0.45;0.33;2.5;0.099;20;38;0.99818;3.24;0.71;10.8;5;799338
6.9;0.39;0.24;2.1;0.102;4;7;0.99462;3.44;0.58;11.4;4;3376965455
12.6;0.41;0.54;2.8;0.103;19;41;0.99939;3.21;0.76;11.3;6;8429308182
10.8;0.45;0.33;2.5;0.099;20;38;0.99818;3.24;0.71;10.8;5;799338
9.8;0.51;0.19;3.2;0.081;8;30;0.9984;3.23;0.58;10.5;6;6099036364
10.8;0.29;0.42;1.6;0.084;19;27;0.99545;3.28;0.73;11.9;6;6918131818
7.1;0.715;0;2.35;0.071;21;47;0.99632;3.29;0.45;9.4;5;8397483636
9.1;0.66;0.15;3.2;0.097;9;59;0.99976;3.28;0.54;9.6;5;8693341818
7;0.685;0;1.9;0.099;9;22;0.99606;3.34;0.6;9.7;5;5029096364
4.9;0.42;0;2.1;0.048;16;42;0.99154;3.71;0.74;14;7;7719049091
6.7;0.54;0.13;2;0.076;15;36;0.9973;3.61;0.64;9.8;5;6863027273
6.7;0.54;0.13;2;0.076;15;36;0.9973;3.61;0.64;9.8;5;6863027273
7.1;0.48;0.28;2.8;0.068;6;16;0.99682;3.24;0.53;10.3;5;4344983636
7.1;0.46;0.14;2.8;0.076;15;37;0.99624;3.36;0.49;10.7;5;7102021818
7.5;0.27;0.34;2.3;0.05;4;8;0.9951;3.4;0.64;11;7;3499554545
7.1;0.46;0.14;2.8;0.076;15;37;0.99624;3.36;0.49;10.7;5;7102021818
7.8;0.57;0.09;2.3;0.065;34;45;0.99417;3.46;0.74;12.7;8;9792651818
5.9;0.61;0.08;2.1;0.071;16;24;0.99376;3.56;0.77;11.1;6;5925887273
7.5;0.685;0.07;2.5;0.058;5;9;0.99632;3.38;0.55;10.9;4;3694483636
5.9;0.61;0.08;2.1;0.071;16;24;0.99376;3.56;0.77;11.1;6;5925887273
10.4;0.44;0.42;1.5;0.145;34;48;0.99832;3.38;0.86;9.9;3;1000393818
11.6;0.47;0.44;1.6;0.147;36;51;0.99836;3.38;0.86;9.9;4;1058139636
8.8;0.685;0.26;1.6;0.088;16;23;0.99694;3.32;0.47;9.4;5;587454
7.6;0.665;0.1;1.5;0.066;27;55;0.99655;3.39;0.51;9.3;5;9647959091
6.7;0.28;0.28;2.4;0.012;36;100;0.99064;3.26;0.39;11.7;7;1472842182
6.7;0.28;0.28;2.4;0.012;36;100;0.99064;3.26;0.39;11.7;7;1472842182
10.1;0.31;0.35;1.6;0.075;9;28;0.99672;3.24;0.83;11.2;7;5972883636
6;0.5;0.04;2.2;0.092;13;26;0.99647;3.46;0.47;10;5;5705315455
11.1;0.42;0.47;2.65;0.085;9;34;0.99736;3.24;0.77;12.1;7;6802941818
6.6;0.66;0;3;0.115;21;31;0.99629;3.45;0.63;10.3;5;7068299091
10.6;0.5;0.45;2.6;0.119;34;68;0.99708;3.23;0.72;10.9;6;1201055273
7.1;0.685;0.35;2;0.088;9;92;0.9963;3.28;0.62;9.4;5;1141084545
9.9;0.25;0.46;1.7;0.062;26;42;0.9959;3.18;0.83;10.6;6;8725263636
6.4;0.64;0.21;1.8;0.081;14;31;0.99689;3.59;0.66;9.8;5;6288899091
6.4;0.64;0.21;1.8;0.081;14;31;0.99689;3.59;0.66;9.8;5;6288899091
7.4;0.68;0.16;1.8;0.078;12;39;0.9977;3.5;0.7;9.9;6;69287
6.4;0.64;0.21;1.8;0.081;14;31;0.99689;3.59;0.66;9.8;5;6288899091
6.4;0.63;0.21;1.6;0.08;12;32;0.99689;3.58;0.66;9.8;5;6177899091
9.3;0.43;0.44;1.9;0.085;9;22;0.99708;3.28;0.55;9.5;5;5225643636
9.3;0.43;0.44;1.9;0.085;9;22;0.99708;3.28;0.55;9.5;5;5225643636
8;0.42;0.32;2.5;0.08;26;122;0.99801;3.22;1.07;9.7;5;1584618273
9.3;0.36;0.39;1.5;0.08;41;55;0.99652;3.47;0.73;10.9;6;1124786545
9.3;0.36;0.39;1.5;0.08;41;55;0.99652;3.47;0.73;10.9;6;1124786545
7.6;0.735;0.02;2.5;0.071;10;14;0.99538;3.51;0.71;11.7;7;4712852727
9.3;0.36;0.39;1.5;0.08;41;55;0.99652;3.47;0.73;10.9;6;1124786545
8.2;0.26;0.34;2.5;0.073;16;47;0.99594;3.4;0.78;11.3;7;8258994545
11.7;0.28;0.47;1.7;0.054;17;32;0.99686;3.15;0.67;10.6;7;7147350909
6.8;0.56;0.22;1.8;0.074;15;24;0.99438;3.4;0.82;11.2;6;5897125455
7.2;0.62;0.06;2.7;0.077;15;85;0.99746;3.51;0.54;9.5;5;1138222364
5.8;1.01;0.66;2;0.039;15;88;0.99357;3.66;0.6;11.5;6;1175114273
7.5;0.42;0.32;2.7;0.067;7;25;0.99628;3.24;0.44;10.4;5;5280298182
7.2;0.62;0.06;2.5;0.078;17;84;0.99746;3.51;0.53;9.7;5;1147231455
7.2;0.62;0.06;2.7;0.077;15;85;0.99746;3.51;0.54;9.5;5;1138222364
7.2;0.635;0.07;2.6;0.077;16;86;0.99748;3.51;0.54;9.7;5;1157540727
6.8;0.49;0.22;2.3;0.071;13;24;0.99438;3.41;0.83;11.3;6;5765034545
6.9;0.51;0.23;2;0.072;13;22;0.99438;3.4;0.84;11.2;6;5558761818
6.8;0.56;0.22;1.8;0.074;15;24;0.99438;3.4;0.82;11.2;6;5897125455
7.6;0.63;0.03;2;0.08;27;43;0.99578;3.44;0.64;10.9;6;875598
7.7;0.715;0.01;2.1;0.064;31;43;0.99371;3.41;0.57;11.8;6;9214791818
6.9;0.56;0.03;1.5;0.086;36;46;0.99522;3.53;0.57;10.6;5;9706474545
7.3;0.35;0.24;2;0.067;28;48;0.99576;3.43;0.54;10;4;9174796364
9.1;0.21;0.37;1.6;0.067;6;10;0.99552;3.23;0.58;11.1;7;3932047273
10.4;0.38;0.46;2.1;0.104;6;10;0.99664;3.12;0.65;11.8;7;4182785455
8.8;0.31;0.4;2.8;0.109;7;16;0.99614;3.31;0.79;11.8;7;4755921818
7.1;0.47;0;2.2;0.067;7;14;0.99517;3.4;0.58;10.9;4;4246560909
7.7;0.715;0.01;2.1;0.064;31;43;0.99371;3.41;0.57;11.8;6;9214791818
8.8;0.61;0.19;4;0.094;30;69;0.99787;3.22;0.5;10;6;1158289727
7.2;0.6;0.04;2.5;0.076;18;88;0.99745;3.53;0.55;9.5;5;1190849545
9.2;0.56;0.18;1.6;0.078;10;21;0.99576;3.15;0.49;9.9;5;5195796364
7.6;0.715;0;2.1;0.068;30;35;0.99533;3.48;0.65;11.4;6;8364393636
8.4;0.31;0.29;3.1;0.194;14;26;0.99536;3.22;0.78;12;6;6299032727
7.2;0.6;0.04;2.5;0.076;18;88;0.99745;3.53;0.55;9.5;5;1190849545
8.8;0.61;0.19;4;0.094;30;69;0.99787;3.22;0.5;10;6;1158289727
8.9;0.75;0.14;2.5;0.086;9;30;0.99824;3.34;0.64;10.5;5;6077658182
9;0.8;0.12;2.4;0.083;8;28;0.99836;3.33;0.65;10.4;6;5798305455
10.7;0.52;0.38;2.6;0.066;29;56;0.99577;3.15;0.79;12.1;7;1057288818
6.8;0.57;0;2.5;0.072;32;64;0.99491;3.43;0.56;11.2;6;1110244636
10.7;0.9;0.34;6.6;0.112;23;99;100.289;3.22;0.68;9.3;5;9131168364
7.2;0.34;0.24;2;0.071;30;52;0.99576;3.44;0.58;10.1;5;9724250909
7.2;0.66;0.03;2.3;0.078;16;86;0.99743;3.53;0.57;9.7;5;1155140273
10.1;0.45;0.23;1.9;0.082;10;18;0.99774;3.22;0.65;9.3;6;4993612727
7.2;0.66;0.03;2.3;0.078;16;86;0.99743;3.53;0.57;9.7;5;1155140273
7.2;0.63;0.03;2.2;0.08;17;88;0.99745;3.53;0.58;9.8;6;1182249545
7.1;0.59;0.01;2.3;0.08;27;43;0.9955;3.42;0.58;10.7;6;8706863636
8.3;0.31;0.39;2.4;0.078;17;43;0.99444;3.31;0.77;12.5;7;8095676364
7.1;0.59;0.01;2.3;0.08;27;43;0.9955;3.42;0.58;10.7;6;8706863636
8.3;0.31;0.39;2.4;0.078;17;43;0.99444;3.31;0.77;12.5;7;8095676364
8.3;1.02;0.02;3.4;0.084;6;11;0.99892;3.48;0.49;11;3;4162992727
8.9;0.31;0.36;2.6;0.056;10;39;0.99562;3.4;0.69;11.8;5;7101056364
